X_dataobs_,State,Account_Length,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1
2034,NC,210,no,yes,31,313.8,87,147.7,103,192.7,97,10.1,7,3,FALSE,0,152.3515584,218.0540151
2035,IN,88,yes,yes,25,288.5,114,203.4,74,228.4,117,13,5,1,FALSE,0,82.69951766,158.8117389
2036,IA,100,no,no,0,210.9,85,329.3,69,127.1,78,9.4,5,4,FALSE,0,159.7618663,165.384583
2037,WV,154,no,yes,35,64.9,76,184.1,91,151.6,75,14.6,1,1,FALSE,1,179.627336,114.6833514
2038,UT,32,no,yes,26,243.5,137,236.8,108,173.3,149,9,9,1,FALSE,0,109.1717326,146.8685449
2039,GA,18,no,no,0,197,97,203.7,107,202,105,8.7,3,3,FALSE,0,88.10331718,101.5622997
2040,AK,126,no,yes,31,278,88,253.2,65,223.2,114,8.7,4,0,FALSE,0,99.07212227,158.8422503
2041,UT,144,no,yes,37,219.9,102,222.1,77,118.5,111,10,4,1,FALSE,0,104.502299,130.8173189
2042,MS,29,no,no,0,313.2,103,216.3,151,218.4,106,12.8,4,2,TRUE,0,129.8406254,197.2535257
2043,AR,86,no,yes,16,145.7,88,191,129,215.5,82,11.3,7,0,FALSE,1,87.93762016,45.96331407
2044,AK,138,no,yes,37,75.8,102,173.6,147,162.6,96,8.2,13,0,FALSE,1,167.1581533,104.651095
2045,AK,146,no,no,0,195.9,86,228.6,82,303.5,94,12.2,4,3,FALSE,0,123.0100684,131.9998962
2046,ME,175,no,no,0,132,95,231.2,74,313.4,108,8.7,10,1,FALSE,1,169.2519587,141.8703097
2047,WV,74,no,no,0,124,102,262.1,101,268.2,98,11.7,2,2,FALSE,1,140.2316608,92.9720864
2048,CT,48,no,no,0,171.9,98,159,127,139.5,101,7.6,3,2,FALSE,1,105.6029834,102.6205313
2049,GA,74,no,yes,31,249.4,70,209.5,59,180.6,75,9.9,2,4,FALSE,0,76.53334734,131.403147
2050,NV,105,yes,no,0,228.4,100,145.1,108,245.3,140,7.7,7,0,FALSE,0,78.90801058,126.1703386
2051,VT,157,no,no,0,168.6,71,205.1,48,175.8,88,5.9,2,3,FALSE,1,103.0666345,92.89310242
2052,DC,217,no,no,0,123.7,138,248.5,105,269.6,78,13.3,4,0,FALSE,1,181.4856979,150.5478957
2053,TN,68,no,no,0,178.7,61,252.3,84,255.7,76,8.4,4,1,FALSE,1,108.7665683,101.299054
2054,OR,80,no,no,0,113.2,86,185.5,97,237.3,145,9.5,5,1,FALSE,1,127.0764832,71.74836487
2055,MS,38,no,yes,25,142.4,106,313.7,109,126.6,117,13.4,6,2,FALSE,1,175.5988068,145.8436069
2056,NC,107,no,yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0,FALSE,0,105.4601162,123.4329704
2057,CO,140,no,no,0,149.7,71,212.5,97,245.9,67,12.6,4,3,FALSE,1,105.9721602,77.04919446
2058,AR,98,no,no,0,227.1,116,120.5,103,117,102,4.7,4,5,TRUE,0,113.364286,150.6473883
2059,PA,114,no,no,0,155.3,75,169.9,87,207,133,12.6,5,2,FALSE,1,85.62655937,62.46327584
2060,MN,46,no,no,0,156.4,105,185.5,98,226.7,96,11.8,3,1,FALSE,1,90.84047123,67.1126261
2061,NM,118,no,yes,42,148.7,105,167.3,105,270.6,105,10.4,7,0,FALSE,1,112.3331417,91.26310914
2062,UT,37,no,no,0,271.7,112,155.1,96,199.5,97,6.6,4,3,FALSE,0,90.94051621,157.4930649
2063,NE,34,no,no,0,193.7,74,126.9,84,221.2,166,8.8,4,0,FALSE,0,125.2611863,140.2062594
2064,MS,98,yes,yes,23,245.5,54,292.7,83,184,90,10.8,7,1,FALSE,0,115.1795554,148.2287704
2065,NV,113,no,no,0,245.3,108,259.9,140,204.3,115,10.7,2,3,TRUE,0,83.16539315,128.647616
2066,OR,69,no,no,0,196.1,87,236.8,66,182.3,75,11.9,1,0,FALSE,0,76.81627356,86.97737035
2067,VA,121,no,no,0,134.1,112,195.1,104,159.6,139,10.5,2,2,FALSE,1,108.1143817,63.19123736
2068,WV,59,no,no,0,189.7,100,115.9,133,220.6,115,7.4,4,0,FALSE,0,103.7334423,120.1657254
2069,KY,109,no,no,0,175.6,80,238,94,198.4,103,10.2,6,1,FALSE,1,68.66659167,54.78298515
2070,MO,136,no,no,0,92.4,109,219,115,212.6,80,12.9,4,2,FALSE,1,140.306278,66.78716678
2071,TX,86,no,no,0,92.8,92,159.6,87,148.7,115,8.8,5,1,FALSE,1,146.7040938,86.95714675
2072,MN,100,no,yes,27,221.7,100,236.1,70,192.7,91,8,4,0,FALSE,0,56.37126907,96.65214852
2073,FL,106,no,no,0,159.6,94,276.8,118,223.5,65,8.8,3,0,FALSE,1,113.7674145,87.18695315
2074,PA,104,no,no,0,144.5,107,180.5,85,226,94,17,6,2,FALSE,1,85.79442043,43.38667268
2075,WV,129,no,no,0,159.1,100,202.5,90,233.1,96,11.5,6,2,FALSE,1,78.26623844,51.4963648
2076,IN,205,no,no,0,49.9,123,150.7,81,188.2,67,10.1,4,2,FALSE,1,211.538224,155.5209769
2077,DE,99,no,no,0,254.4,120,159.3,92,264.4,94,6,5,1,FALSE,0,82.88084451,143.7825192
2078,MI,61,no,yes,33,270.7,53,200.7,116,201.7,102,10.9,3,3,FALSE,0,84.11881585,149.3653225
2079,IL,71,no,no,0,207,112,173.8,96,178.4,61,12.1,3,1,FALSE,0,61.44975143,94.39060621
2080,UT,4,yes,no,0,145.3,89,303.8,93,206.1,82,8.9,4,0,FALSE,1,167.1187866,138.3530944
2081,NM,56,no,no,0,146.1,57,196.2,97,310.1,110,9.2,3,0,FALSE,1,147.9697896,127.5246492
2082,MD,160,no,no,0,256,111,187.4,61,119.1,81,11.5,4,3,FALSE,0,115.7386903,163.2196793
2083,VA,43,no,yes,35,200.2,105,244.4,88,207.2,97,11.6,4,3,FALSE,0,85.54869431,97.44754479
2084,MT,42,no,no,0,150.7,52,246.7,96,103.8,118,7,4,2,FALSE,1,153.3832788,130.1913953
2085,CT,135,yes,no,0,186,107,66,94,213.1,105,12.9,4,1,FALSE,0,138.9725832,154.3645341
2086,AL,106,no,no,0,212.9,110,187,69,128.1,71,6.3,3,3,FALSE,0,86.16527834,114.9910735
2087,WV,106,no,no,0,194.8,133,213.4,73,190.8,92,11.5,7,0,FALSE,0,56.60339817,73.55113247
2088,MO,83,no,yes,30,272.5,105,253,83,180.8,123,8.7,6,3,FALSE,0,89.48699616,149.3543187
2089,AR,153,no,no,0,154.6,56,263,84,367.7,89,15.5,2,1,FALSE,1,205.8746356,192.1132482
2090,GA,109,no,yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5,FALSE,0,113.2337818,141.2168419
2091,FL,31,no,no,0,165.4,84,203.7,107,201.7,65,8.2,1,1,FALSE,1,99.17319095,83.95596633
2092,UT,110,no,no,0,271.1,108,237,122,239.9,122,9.8,5,2,TRUE,0,82.96991298,146.7513717
2093,AZ,124,no,no,0,253.5,104,117.9,123,248.5,104,14,2,0,FALSE,0,101.2550081,158.0083343
2094,NY,82,no,no,0,167.1,77,131.8,79,187.4,98,9.4,1,6,TRUE,1,92.82972441,89.60558547
2095,KY,122,no,no,0,168.3,96,87.6,91,247.2,87,8.4,6,1,FALSE,0,131.4731821,135.1686503
2096,AL,137,no,no,0,104.7,115,249.8,144,192.3,99,8.9,2,1,FALSE,1,143.3543784,81.29403749
2097,IN,69,no,no,0,135.4,101,238.1,124,195.6,102,10.6,2,1,FALSE,1,105.8103251,50.57155726
2098,IN,46,no,yes,34,191.4,102,361.8,96,147.5,132,7.2,2,1,FALSE,1,191.3609898,185.0099703
2099,FL,103,no,no,0,158.7,90,198.4,117,181.1,76,10.5,4,1,FALSE,1,74.16529909,43.35058253
2100,NM,16,no,no,0,144.8,84,164.9,141,231.5,75,8.2,4,2,FALSE,1,132.9310061,111.2525925
2101,AL,119,no,no,0,98.8,97,146.9,68,190.7,105,10,4,3,FALSE,1,138.3804153,81.92075949
2102,MN,124,yes,no,0,157.8,71,203.2,114,168.7,82,10,2,3,TRUE,1,85.27678526,58.21709198
2103,NY,122,no,yes,37,163,107,312.8,118,200,85,11.6,5,1,FALSE,1,139.5021931,117.5445957
2104,MD,139,no,no,0,181.6,119,335.7,118,149.8,64,8.3,6,4,FALSE,1,166.5043203,156.8949201
2105,KS,67,no,no,0,129,78,188,116,235,102,11.2,3,2,FALSE,1,109.2644739,59.3131246
2106,WV,84,no,no,0,86,83,260.7,86,98.6,109,8.9,4,1,FALSE,1,185.5411755,129.0419967
2107,ID,101,no,yes,17,193.9,71,189.8,81,196.3,97,12.6,7,0,FALSE,0,46.92994637,69.13315237
2108,LA,40,no,no,0,109.4,107,244.7,102,276.9,123,7.1,7,0,FALSE,1,159.7732643,111.2886178
2109,MI,61,no,no,0,188.9,105,153.6,116,213.3,106,10.2,2,2,FALSE,0,70.13737379,86.66838122
2110,TN,120,yes,no,0,179.9,72,170,98,190.6,89,13.8,2,1,TRUE,0,62.3692291,68.0213963
2111,CA,95,no,no,0,183.4,98,281.3,95,105.2,113,8.2,8,1,FALSE,1,136.1745482,129.8478885
2112,IL,68,yes,yes,29,195.5,113,171.6,96,204,85,13.5,9,1,TRUE,0,56.73556261,80.64820925
2113,AL,149,no,yes,20,264.4,102,219.6,123,200.4,89,11.3,3,2,FALSE,0,74.10736708,139.5859588
2114,CT,22,no,no,0,207.7,116,210.6,99,238.2,88,9.6,5,0,FALSE,0,92.5199106,113.4218715
2115,PA,176,no,no,0,169.5,151,112.9,84,56.6,99,8.7,4,0,FALSE,0,196.8894916,197.8828142
2116,MO,101,yes,no,0,133.5,51,219.6,96,210,74,11.7,4,1,FALSE,1,108.8214019,58.39965224
2117,MT,102,no,no,0,273.2,85,211.1,82,203.7,129,13.1,7,2,TRUE,0,66.0034035,141.0337157
2118,ND,118,no,no,0,224.6,94,225.9,120,269,105,12.5,8,2,FALSE,0,80.60056842,116.5956224
2119,FL,105,no,no,0,273.8,97,289.7,106,269.1,126,5.8,3,2,TRUE,0,131.2635396,176.1922655
2120,WI,153,no,no,0,159.5,103,275.5,90,176.7,126,10.1,2,1,TRUE,1,121.3887429,97.2004893
2121,KY,71,no,no,0,104,92,197,125,110.1,123,14.6,8,0,FALSE,1,156.4987604,106.6522564
2122,MD,71,no,yes,31,115.4,90,217.4,78,239.9,102,13.1,4,1,FALSE,1,124.9098181,64.6238057
2123,IN,68,no,no,0,222.1,107,199.4,102,162.4,107,9.4,3,2,FALSE,0,52.33361574,98.6883663
2124,MA,66,no,no,0,116.4,98,95.6,74,181.5,94,10.5,3,3,FALSE,1,152.9853141,122.8057568
2125,VT,116,no,no,0,129.4,84,157.3,89,215.5,77,13.3,3,0,FALSE,1,107.197418,63.41866519
2126,CT,54,no,yes,33,161.8,73,273,58,153.9,76,13.7,4,0,FALSE,1,134.2148328,113.2999994
2127,VA,112,no,yes,29,198.8,122,238.6,114,289.5,69,11.5,5,1,FALSE,0,112.1891073,122.7052491
2128,MS,122,no,yes,45,147.8,85,147.4,93,203.5,110,14,5,1,FALSE,1,100.2085266,77.1635234
2129,AK,74,no,no,0,262.3,114,198.9,96,165.9,90,6.6,5,3,FALSE,0,62.51640828,133.3647668
2130,WY,90,no,no,0,246.4,83,160.3,88,170.9,99,7.6,7,1,FALSE,0,57.0976856,124.1957339
2131,NC,85,no,no,0,183.4,111,168.8,98,199.7,97,9.9,4,4,FALSE,0,51.34046042,62.93015593
2132,IL,100,no,no,0,191.9,95,200.9,101,271.9,74,18.2,3,1,FALSE,0,82.90469136,94.89250952
2133,OH,114,no,no,0,187.8,109,154.6,97,213.9,102,10.1,3,2,FALSE,0,57.3814081,76.34981911
2134,RI,83,no,no,0,259.7,106,152.7,116,224.7,92,10.2,2,0,FALSE,0,66.45292783,138.3764356
2135,WY,157,yes,no,0,180.4,123,194,98,227.3,88,8.4,5,0,FALSE,0,79.79293354,82.6055162
2136,NV,42,no,no,0,303.9,106,232.2,54,147.1,76,5.8,3,1,TRUE,0,131.1572719,192.7980667
2137,ND,101,no,yes,36,123.7,125,172.6,106,280.5,127,8.8,4,1,TRUE,1,137.1155562,100.5912109
2138,ND,56,no,no,0,164.3,92,233.7,107,187.3,104,11.8,1,2,FALSE,1,85.72444629,60.53843929
2139,NJ,53,no,no,0,228.6,117,132.8,123,227.2,124,10.1,2,9,TRUE,0,91.23059978,134.9037396
2140,WV,64,no,yes,22,200.4,80,131.1,84,230.7,67,7.6,5,1,FALSE,0,93.31431525,117.6737052
2141,ID,68,no,yes,30,122.9,93,233.5,91,199.5,144,9.6,2,2,FALSE,1,123.0899581,67.09767948
2142,CT,40,yes,no,0,220.8,100,265.7,106,212.8,94,6.4,3,0,FALSE,0,95.36288604,119.2480161
2143,CT,120,yes,no,0,202,123,184.3,78,176,89,7.4,2,2,TRUE,0,52.00925573,82.86586573
2144,MI,108,no,yes,32,209.5,108,109.6,64,189.7,145,9.1,6,6,TRUE,0,107.5024915,137.2892166
2145,SC,161,no,no,0,297.9,141,238.1,107,240.5,93,8.9,5,1,TRUE,0,120.820314,184.2956833
2146,SC,130,no,no,0,212.8,102,189.8,137,170.1,105,10.6,4,0,TRUE,0,57.86834313,95.91833247
2147,NY,122,no,no,0,145.6,102,284.7,111,228.2,91,12.2,5,0,FALSE,1,124.7359706,87.74330785
2148,MT,130,no,yes,19,152.9,87,213.2,99,205.3,114,10.8,6,2,FALSE,1,81.21259075,41.67680005
2149,WY,90,no,no,0,125.4,158,269.1,83,238.6,103,11,7,1,FALSE,1,142.4543776,96.8726689
2150,NE,139,no,yes,25,138.3,96,80.6,79,163.7,83,8.3,8,0,FALSE,1,154.6994423,141.0328349
2151,IN,57,no,no,0,189.3,157,174.9,70,221.9,117,11.2,5,3,FALSE,0,91.37879005,102.6402822
2152,CO,128,no,no,0,199.3,86,194.8,102,298.2,82,14.3,2,4,FALSE,0,106.7617461,122.7212187
2153,WY,127,yes,no,0,247.5,99,108.5,118,232,72,10.6,3,2,FALSE,0,103.9406176,157.1973921
2154,MD,107,no,no,0,294.9,71,192.8,78,148.1,87,13.2,5,1,TRUE,0,98.11636681,170.8907273
2155,OK,177,no,no,0,175.4,99,155.3,83,179.4,86,11.5,3,1,FALSE,0,102.7549091,105.2279012
2156,SD,121,no,no,0,179.4,70,143,93,116.3,113,11.2,5,1,FALSE,0,115.088974,120.1066393
2157,SC,99,yes,yes,39,126.8,94,293.6,115,174.1,91,8.4,4,0,FALSE,1,145.0941532,98.02508312
2158,NY,126,yes,no,0,239.7,87,281.7,92,183.5,113,11.4,1,1,TRUE,0,96.71274965,132.1178918
2159,NY,77,no,yes,33,143,101,212.2,102,104.9,120,15.3,4,5,TRUE,1,132.2415342,103.1683861
2160,WV,21,no,no,0,91.9,109,198.4,111,171.7,125,13,7,2,FALSE,1,158.8104184,100.0516001
2161,ID,92,no,yes,29,201.3,130,203.7,115,129.9,113,6.4,6,1,TRUE,0,85.86643769,103.8025082
2162,MN,81,no,no,0,145.6,59,287.9,131,181.7,121,9.2,4,2,FALSE,1,136.4053876,101.9920359
2163,TX,139,yes,yes,31,203.5,82,200.3,72,214,112,13.4,6,1,TRUE,0,62.20639368,89.28582067
2164,AZ,68,no,no,0,232.4,76,153.3,103,214.6,107,10.5,2,1,FALSE,0,61.43709376,117.2669948
2165,DE,183,no,yes,8,86.5,119,285.2,97,180.4,133,8.7,2,2,FALSE,1,188.1854628,132.646523
2166,CO,90,no,no,0,109.9,102,220.8,114,104,133,10.9,6,0,FALSE,1,155.6806446,107.5845847
2167,WI,165,no,no,0,156,88,276.1,81,175.9,94,9.3,5,1,FALSE,1,128.33438,102.9229772
2168,WI,89,no,no,0,326.3,112,165.1,110,162.9,97,7.5,1,1,TRUE,0,116.1957168,197.830585
2169,NJ,59,no,no,0,195,58,198.5,88,304.3,110,14.8,9,0,FALSE,0,124.1641597,134.2783856
2170,IL,16,yes,no,0,110,91,147.3,75,190.5,73,6.4,7,0,FALSE,1,154.0164106,113.4930497
2171,DC,114,no,no,0,147.1,119,161,111,275.9,106,9,3,5,TRUE,1,114.9712374,93.88480187
2172,IA,113,no,no,0,156,141,256.8,72,175.3,123,11.9,5,2,FALSE,1,110.4054623,81.88064094
2173,MN,100,yes,no,0,159.9,94,179.9,95,154.4,102,11.6,2,2,TRUE,1,80.18152471,58.4284975
2174,CO,132,no,no,0,197.8,66,133.9,119,177.3,94,10.9,3,4,TRUE,0,86.13618056,110.0345028
2175,KY,38,no,yes,36,115.4,98,166.2,83,184.7,79,15.2,6,2,FALSE,1,134.3212618,87.84509498
2176,SC,1,no,no,0,123.8,113,236.2,77,73.2,81,3.7,2,0,FALSE,1,197.2470868,167.1047051
2177,MT,97,no,yes,15,117.6,97,196.3,126,157.4,113,6.4,3,1,FALSE,1,117.6305866,56.83838527
2178,KY,55,no,yes,28,105.3,82,197.4,109,187.5,91,8.6,6,2,FALSE,1,130.1713506,64.42551687
2179,WV,75,no,no,0,111.7,121,237.3,119,253.5,110,13.1,6,1,FALSE,1,136.2171702,77.86714058
2180,ID,83,no,no,0,159.3,104,202.3,98,229,73,9.5,3,2,FALSE,1,77.37143721,49.21532932
2181,MN,40,no,no,0,81.7,123,210.2,108,212,64,11.3,3,6,TRUE,1,160.832745,93.75086006
2182,MA,101,no,yes,21,238,88,209.6,84,233,95,10,5,2,FALSE,0,46.12374157,108.5971175
2183,MD,120,no,yes,40,128.1,99,247.7,78,199.7,121,15.6,3,0,FALSE,1,119.003494,64.82124512
2184,SD,183,no,yes,31,171.2,104,193.6,74,196.5,85,10.2,4,1,FALSE,1,104.237998,98.85208631
2185,KY,80,no,no,0,220,114,207.7,76,168.4,137,12.1,3,2,FALSE,0,62.43097452,101.8771116
2186,NY,112,no,yes,23,286.6,79,315.3,102,193.9,101,10.3,6,1,FALSE,0,139.9752915,186.549393
2187,NM,63,no,no,0,207.6,96,229,112,162.6,131,13.3,2,1,FALSE,0,74.3255041,96.36282395
2188,CA,105,no,yes,31,109.6,108,249.3,119,321.2,101,8.3,4,4,TRUE,1,176.8663291,135.4634321
2189,ID,92,no,no,0,197.2,113,242.3,116,192,76,11,5,2,FALSE,0,64.29390774,77.23750365
2190,NM,118,no,no,0,205.2,115,184.8,137,176.1,115,7,6,0,FALSE,0,56.29788619,88.58238281
2191,HI,111,no,yes,13,193.1,104,111.6,98,227.4,94,12.1,4,1,FALSE,0,92.81613672,114.6853006
2192,ID,82,no,yes,34,232.6,121,153.2,115,286.7,77,4.7,3,3,FALSE,0,106.8803415,147.2867021
2193,NC,74,no,no,0,102.7,89,149.3,100,188.1,114,11,5,0,FALSE,1,132.969277,75.51406369
2194,TX,121,no,yes,31,263.1,70,279.3,118,127.1,143,9.7,4,5,FALSE,0,135.427847,174.1882921
2195,GA,131,no,no,0,197,79,201,114,151.2,111,11.6,5,1,FALSE,0,69.96800611,87.84358174
2196,AL,125,no,no,0,169.3,90,156,138,210.8,106,11.6,6,2,FALSE,1,81.43916351,77.43406722
2197,ME,19,no,no,0,201.5,123,129.2,110,220.6,98,12.9,4,1,FALSE,0,111.6488147,133.1480862
2198,NY,137,no,no,0,109.8,120,230.5,86,255.8,103,11.9,6,1,FALSE,1,137.9871531,81.09424079
2199,NC,182,no,no,0,279.5,118,203.2,113,174.2,101,10.7,4,2,TRUE,0,105.567142,167.8235784
2200,OH,135,no,no,0,173.4,107,222,84,64.2,94,13.7,6,1,FALSE,1,152.9855325,146.8363025
2201,HI,134,no,yes,38,214.4,93,211.7,57,165,79,10,8,1,FALSE,0,77.59484581,107.694892
2202,DC,45,no,no,0,96.1,103,246.8,134,229.7,92,9.7,4,1,FALSE,1,154.855332,91.9249081
2203,TN,129,no,no,0,101.4,145,249.1,116,157.6,107,7.1,6,1,FALSE,1,150.6901045,90.34807201
2204,VT,142,no,no,0,232.5,74,181.8,142,203.1,86,10.4,6,4,FALSE,0,68.18522845,118.8255668
2205,MD,130,no,yes,45,174.5,120,217.5,95,220.3,67,12.2,2,1,FALSE,1,83.42168191,75.82735739
2206,LA,163,no,yes,23,224,126,233.5,89,293.9,104,8.8,4,1,FALSE,0,122.9658552,148.823846
2207,HI,105,no,no,0,211.1,99,176.7,66,221.5,96,14.7,7,4,FALSE,0,46.66665394,89.95826759
2208,FL,119,no,no,0,109.2,96,153.1,80,240,102,9.8,5,2,FALSE,1,130.1133985,78.73950988
2209,WY,78,no,no,0,220,95,179.9,121,188.2,109,11.5,5,0,FALSE,0,38.80299432,93.3078778
2210,NE,92,no,no,0,181.4,98,164.5,98,171,110,10.9,4,2,FALSE,0,61.05629003,69.03647596
2211,WY,146,no,yes,11,180.7,82,173.7,90,231.5,89,10.1,4,2,FALSE,0,75.7365312,81.77281739
2212,OR,125,no,yes,32,96.5,109,145.8,109,174.4,82,9.4,2,1,FALSE,1,143.4823336,88.35050152
2213,IN,88,no,no,0,183.5,93,170.5,80,193.8,88,8.3,5,3,FALSE,0,54.59026406,65.22898479
2214,MD,83,no,yes,38,107.9,90,140.4,94,253.6,79,10.5,2,0,FALSE,1,143.7840619,99.90489337
2215,TN,3,yes,no,0,161,96,244.9,82,180.8,103,7.7,6,1,FALSE,1,129.4518203,109.8650924
2216,WV,152,yes,yes,41,146.8,128,285.6,96,213.6,80,4.3,2,1,TRUE,1,138.4585865,107.6929032
2217,MS,189,no,no,0,227.8,124,169.5,112,201.1,91,5.6,4,3,FALSE,0,96.30693235,135.8033988
2218,IN,129,no,no,0,137.8,120,225.8,110,145.2,95,10.2,6,1,TRUE,1,112.3478436,69.2469164
2219,CO,66,no,yes,40,141.7,87,268.3,89,241.3,68,8.5,7,0,FALSE,1,131.2771656,94.82122398
2220,AK,1,no,no,0,175.2,74,151.7,79,230.5,109,5.3,3,1,FALSE,0,127.4491803,127.9796787
2221,TN,123,no,yes,34,305.2,80,156.5,109,280,81,13.2,7,1,FALSE,0,128.7459603,197.8630968
2222,ID,116,yes,yes,29,162.3,91,279.3,79,192.7,131,11.7,2,3,TRUE,1,114.5638432,90.21866977
2223,DE,105,yes,no,0,150,106,293.8,123,250.7,65,10.3,7,3,FALSE,1,139.6629925,110.3213521
2224,VA,80,no,no,0,197.5,114,206.9,119,163.6,109,11.3,4,1,FALSE,0,57.33629641,77.23792624
2225,MT,157,no,no,0,240.2,67,153,98,249,72,10.2,6,2,FALSE,0,97.23269757,145.1955765
2226,IN,141,no,yes,39,116.9,127,276.5,88,289.9,125,12.3,2,0,FALSE,1,173.1261461,132.8772848
2227,MD,79,no,yes,17,236.7,95,263.5,56,259.6,107,12,4,1,FALSE,0,105.1569651,138.3423555
2228,MS,76,no,no,0,173.2,93,131.2,80,170.9,104,5.4,3,0,FALSE,0,92.22636867,94.53599323
2229,WA,111,no,no,0,152.2,114,137.2,102,185.9,97,9.8,3,0,FALSE,1,93.84451469,75.34290057
2230,OH,94,no,no,0,181.3,135,182.4,108,180.6,103,6.7,2,0,FALSE,0,60.45525613,65.54666546
2231,RI,143,no,no,0,167.8,72,211,99,153.5,109,10.5,6,4,TRUE,1,90.80924602,76.71299519
2232,AR,109,no,no,0,175.4,125,250.7,87,289.3,74,9.8,9,1,FALSE,1,121.8552624,114.0994069
2233,AZ,138,no,no,0,87.6,112,266.9,107,214.6,104,9.8,10,2,FALSE,1,159.2305471,90.09085418
2234,SC,73,no,no,0,203.3,45,141.9,87,200.7,71,8.5,6,0,FALSE,0,89.61749633,115.3577714
2235,KY,21,no,no,0,92.6,95,161.9,70,285,78,11.3,3,5,TRUE,1,181.4530155,137.7158158
2236,AL,148,no,yes,21,262.9,135,149.5,96,140.5,109,8.1,4,1,FALSE,0,104.734806,162.4279381
2237,MT,143,no,yes,22,141.8,116,167.3,99,178.1,130,7.8,3,1,FALSE,1,104.4984209,73.11982056
2238,MN,79,no,yes,32,50.6,62,201.4,87,146.8,121,4.2,4,2,FALSE,1,189.0333845,116.2130477
2239,NV,89,no,no,0,134.9,59,156,152,197.5,112,10.2,5,1,FALSE,1,117.9386176,85.22676917
2240,CA,120,no,no,0,252.1,110,226.1,103,155.6,83,13.8,3,1,FALSE,0,68.84335467,127.7017977
2241,UT,121,no,yes,41,215.5,95,241.8,92,147,108,9.6,3,1,FALSE,0,82.83441724,108.6124651
2242,IL,101,no,no,0,124.8,66,257.2,85,193.2,115,13.4,4,0,FALSE,1,123.6581855,66.41736922
2243,DC,115,no,no,0,178.7,114,271,96,245.9,94,16.4,5,2,FALSE,1,101.9052232,92.30102194
2244,IN,168,no,no,0,183.2,131,179.2,73,292.8,100,9.9,5,2,FALSE,0,128.522889,134.1225611
2245,NM,90,no,no,0,167.5,96,139.1,104,138.4,87,13,1,1,FALSE,1,101.8012955,98.03882844
2246,MS,70,no,no,0,147.1,105,200,135,234.9,65,12.5,9,3,FALSE,1,101.8655629,69.11753664
2247,VT,138,no,no,0,230.1,107,212,120,174.9,119,13.2,4,1,FALSE,0,57.37683782,107.5090323
2248,VT,43,no,no,0,135.8,125,163.2,88,229.8,106,12.6,3,0,FALSE,1,116.4759671,83.05678328
2249,UT,117,no,yes,20,205.7,98,136.1,107,159.4,147,8.7,3,2,FALSE,0,89.91316473,118.3888253
2250,KY,108,no,no,0,73.8,105,143.4,114,170.2,98,10.9,3,2,FALSE,1,161.2267474,96.63934556
2251,VA,118,no,no,0,189.3,119,233.5,112,270.9,104,10,1,2,FALSE,0,91.88073982,96.87697517
2252,OH,169,no,no,0,147.2,115,161.9,123,142.1,103,7.2,6,3,FALSE,1,125.0378462,105.4244284
2253,AZ,62,no,yes,42,137.3,95,184.2,94,231.4,70,10.2,3,0,FALSE,1,109.324353,71.11206226
2254,NY,86,no,no,0,70.7,125,211,113,174.6,107,0,0,2,FALSE,1,158.9381482,79.67160473
2255,VA,44,no,no,0,204.6,117,205.2,94,164.6,84,10.7,5,0,FALSE,0,74.88369993,97.1608805
2256,MD,111,no,no,0,123.1,88,213.9,84,184.9,88,12,2,5,TRUE,1,106.1663943,35.14655314
2257,MA,127,no,yes,19,129.7,115,160.8,101,265,63,12.2,3,2,FALSE,1,127.5422672,94.53972599
2258,IL,151,yes,no,0,198.7,70,209.5,106,281.9,126,12.4,4,0,FALSE,0,107.8100589,121.7385301
2259,LA,53,no,no,0,145.1,116,233.7,82,208.7,95,7.9,5,2,FALSE,1,102.8483063,60.77801941
2260,MO,15,no,no,0,135.2,101,152.5,79,224.8,83,8.4,5,2,FALSE,1,134.6758201,107.3430452
2261,DC,123,no,yes,28,124.7,105,250.4,78,216.4,128,7.8,8,1,FALSE,1,123.3121191,68.14051787
2262,PA,137,no,no,0,215.9,76,145.4,118,186.9,129,12.1,4,1,FALSE,0,75.94752073,115.2381836
2263,TN,106,no,no,0,119.2,142,228.4,139,197.9,61,8.4,9,2,FALSE,1,129.256509,75.68425365
2264,NJ,88,no,no,0,144.3,116,156.4,74,214.7,90,7.8,10,3,FALSE,1,95.19186339,64.02082634
2265,VA,106,no,no,0,235.2,121,220.6,87,236.3,91,11.8,4,1,FALSE,0,53.73002294,108.868226
2266,TN,95,no,no,0,174,57,281.1,118,197.2,94,9.7,2,0,FALSE,1,110.5953957,95.37093813
2267,NJ,57,yes,no,0,115,65,122.3,96,245,75,6.4,1,0,TRUE,1,150.4037881,115.996657
2268,WA,184,no,no,0,151.7,93,178.5,77,229.1,111,13.1,8,2,FALSE,1,117.4834717,99.05652874
2269,AR,109,no,no,0,153.1,102,234.1,77,329.2,74,9.9,9,3,FALSE,1,155.8139614,138.3047123
2270,WI,127,no,no,0,218.6,93,149.9,130,204.6,131,9.2,5,2,FALSE,0,68.34157302,112.0491717
